ticker,name,current_price,market_cap,volume,price_change_1y,momentum_6m,volatility,sharpe_ratio,safe_haven_factor,inflation_hedge_factor,avg_volume,price_high_52w,price_low_52w,current_volume,momentum_factor,volatility_factor,sharpe_factor,safe_haven_factor_rank,inflation_hedge_factor_rank,liquidity_factor,price_stability,stability_factor,market_cap_factor,composite_score
GLD,SPDR Gold Shares,313.1199951171875,81505132544,10722145,0.3977947537855605,0.18862697423585573,0.17599043782781928,2.1466777311797873,0.8603922623086573,0.5,8734663.2,317.6300048828125,222.52000427246094,10787500,1.0,0.1428571428571429,0.8571428571428571,0.8571428571428571,0.5714285714285714,0.14285714285714285,0.6962506320468103,0.14285714285714285,0.14285714285714285,0.6285714285714284
OUNZ,VanEck Merk Gold Trust,32.75,0,999237,0.39957267238865835,0.18831642360774448,0.17539112809295118,2.1641497863420893,0.860915208644536,0.5,1018845.2,33.22800064086914,23.25,999600,0.8571428571428571,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.8571428571428571,0.6953282247062857,0.42857142857142855,0.7142857142857143,0.6214285714285714
IAU,iShares Gold Trust,64.08000183105469,62167216128,5759573,0.40004372274777217,0.1890889322103725,0.1757136214280634,2.1628586313290508,0.8605435919678449,0.5,6655358.4,65.0,45.47999954223633,5766600,0.7142857142857143,0.4285714285714286,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.6953807755931771,0.2857142857142857,0.2857142857142857,0.5857142857142857
UGL,ProShares Ultra Gold,36.61000061035156,0,1234242,0.7765376913654006,0.3416399486415589,0.3602003626905257,2.1003246240909457,0.7172406747885534,0.5,1238400.0,38.45000076293945,20.309999465942383,1463600,0.14285714285714285,0.0,1.0,1.0,0.5714285714285714,0.7142857142857143,0.5045069381433459,1.0,0.7142857142857143,0.5857142857142857
BAR,GraniteShares Gold Trust,33.529998779296875,0,359316,0.40175579733910516,0.18942880965141395,0.17499640608186418,2.181506499970736,0.8607133863408661,0.5,801992.4,34.040000915527344,23.780000686645508,360600,0.2857142857142857,0.7142857142857143,0.14285714285714285,0.5714285714285714,0.5714285714285714,1.0,0.6940053503605589,0.8571428571428571,0.7142857142857143,0.5285714285714285
SGOL,Aberdeen Standard Physical Gold ETF,32.41999816894531,0,4188366,0.4004319094240903,0.1888521314533185,0.1749448616935092,2.174581783891313,0.861394262126943,0.5,4258324.0,32.880001068115234,22.989999771118164,4192800,0.5714285714285714,0.8571428571428572,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.6949413369655717,0.5714285714285714,0.7142857142857143,0.5
GLDM,SPDR Gold MiniShares Trust,67.30000305175781,0,3438690,0.4012076777475828,0.18967656734697347,0.17595709527450168,2.1664808523514223,0.8614436897842999,0.5,3664081.6,68.26000213623047,47.709999084472656,3440900,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.5714285714285714,0.69465078573691,0.7142857142857143,0.7142857142857143,0.39999999999999997
